speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-1548,Carlos,Liu,7,Startup,AgileWorks,Development Manager,AI/Machine Learning,DevOps & Automation,"JavaScript, Scala, R, Python","Dynamics 365, Azure Compute, Azure DevOps",False,North America,United States,3618,170,42,1,3,Machine Learning at Scale with Azure ML,Data & AI,Workshop,Intermediate,120,38,3.9,4,2,0,None
SPKR-1549,Lisa,Kumar,10,Startup,Digital Transform Co,Development Manager,Sustainability Tech,DevOps & Automation,"Python, JavaScript, R, C#","Azure Networking, Azure IoT, Azure Mixed Reality, Azure DevOps",False,North America,Mexico,614,1788,22,7,6,Carbon Footprint Optimization,Microsoft Cloud,Theater Session,Intermediate,30,110,3.8,7,3,4,Medium
SPKR-1550,Dmitri,Kumar,5,Microsoft Partner,TCS,Product Manager,IoT Solutions,DevOps & Automation,"C++, Python, C#","Azure IoT, Microsoft 365, Azure Mixed Reality",False,Europe,United Kingdom,291,164,4,0,0,IoT Device Management with Azure,Data & AI,Workshop,Advanced,120,30,3.4,10,4,18,None
SPKR-1551,Elena,Fischer,8,Enterprise Customer,General Electric,Solutions Architect,Microsoft 365,DevOps & Automation,"JavaScript, TypeScript, C#","Azure AI, Dynamics 365, Azure Data",False,Asia Pacific,Australia,719,1026,13,2,6,Microsoft Teams App Development,Modern Work,Breakout Session,Beginner,75,229,4.3,19,1,3,Low
SPKR-1552,Lisa,Brown,12,Education,MIT,Principal Architect,Security & Compliance,Data & Analytics,"C#, JavaScript, PowerShell, Python","Azure AI, Azure Networking",False,Asia Pacific,Japan,119,4880,4,10,20,Compliance Automation in the Cloud: A Case Study,Microsoft Cloud,Workshop,Intermediate,180,24,5.0,4,8,3,Medium
SPKR-1553,Robert,Williams,4,Enterprise Customer,Johnson & Johnson,Product Manager,Mixed Reality,Modern Apps,"C++, C#","Azure Networking, Azure Data, Azure Security",False,North America,Canada,505,773,31,0,0,AR/VR Development with Unity,Digital & App Innovation,Breakout Session,Intermediate,45,163,3.8,14,0,1,Medium
SPKR-1554,Carlos,Park,2,Startup,InnovateCorp,DevOps Engineer,Modern Apps,Data & Analytics,"C#, Java, TypeScript","Azure IoT, Azure Storage",False,Latin America,Mexico,3595,458,7,0,0,Building Progressive Web Apps,Digital & App Innovation,Keynote,Beginner,60,516,4.6,0,0,3,None
SPKR-1555,Daniel,Costa,10,Microsoft,Microsoft Research,Product Manager,Quantum Computing,AI/Machine Learning,"Q#, Python, C#","Azure Storage, Azure AI, Azure IoT, Azure Data, Azure Networking",False,Latin America,Colombia,179,1308,3,9,16,Quantum Algorithms with Q#,Data & AI,Theater Session,Intermediate,30,150,4.3,7,9,3,Low
SPKR-1556,Hiroshi,Patel,22,Microsoft,Microsoft Corporation,CEO,Blockchain,Power Platform,"Go, Solidity","Dynamics 365, Power Platform, Azure Security, Azure Compute",True,North America,Mexico,4064,3980,5,16,23,Smart Contracts Development: A Case Study,Infrastructure,Theater Session,Beginner,30,238,5.0,24,2,3,Medium
SPKR-1557,Jessica,Patel,7,Microsoft Partner,Wipro,Solutions Architect,Azure Cloud,Power Platform,"ARM Templates, JavaScript, PowerShell, C#","Azure Mixed Reality, Azure IoT",False,Europe,France,467,10333,10,1,1,Building Scalable Applications on Azure,Infrastructure,Theater Session,Intermediate,45,128,4.4,7,6,6,None
SPKR-1558,James,Silva,8,Enterprise Customer,Goldman Sachs,Development Manager,Sustainability Tech,IoT Solutions,"R, C#, JavaScript","Azure Data, Azure IoT",False,Europe,Germany,487,1891,3,2,5,Carbon Footprint Optimization: Advanced Techniques,Infrastructure,Theater Session,Intermediate,30,136,4.1,8,3,1,None
SPKR-1559,Fatima,Jones,7,Consulting Firm,KPMG,Senior Software Engineer,Power Platform,Microsoft 365,"Power Fx, JavaScript, TypeScript","Azure AI, Azure DevOps, Microsoft 365",False,Europe,France,437,436,12,0,0,Power Apps for Citizen Developers,Modern Work,Lightning Talk,Intermediate,20,83,5.0,11,4,4,None
SPKR-1560,Daniel,Yang,7,Microsoft Partner,Deloitte,Lead Developer,Blockchain,Sustainability Tech,"C#, Go, JavaScript, Solidity","Microsoft 365, Azure DevOps, Azure Data, Azure AI",False,Europe,Germany,1413,621,2,4,35,Decentralized Identity,App Innovation,Theater Session,Beginner,45,92,4.1,12,3,0,Medium
SPKR-1561,Jason,Schneider,3,Microsoft Partner,TCS,Developer,Azure Cloud,Mixed Reality,"PowerShell, C#, ARM Templates","Azure IoT, Azure AI",False,Europe,Spain,62,180,17,2,2,Building Scalable Applications on Azure,Infrastructure,Theater Session,Intermediate,30,131,4.3,9,6,1,None
SPKR-1562,Priya,Garcia,11,Microsoft Partner,PwC,Chief Architect,Data & Analytics,Quantum Computing,"KQL, C#","Azure AI, Azure IoT, Azure Compute, Azure Data, Azure Networking",False,North America,United States,1813,240,14,9,6,Real-time Analytics with Azure Stream Analytics,Data & AI,Theater Session,Intermediate,45,83,4.9,5,1,2,Medium
SPKR-1563,Yuki,Sato,5,Microsoft Partner,Avanade,Solutions Architect,DevOps & Automation,Blockchain,"Python, PowerShell, Bash","Azure IoT, Azure Security, Azure Storage, Power Platform",False,North America,United States,447,35,23,2,1,Monitoring and Observability: Lessons Learned,App Innovation,Workshop,Intermediate,180,43,3.8,8,5,2,None
SPKR-1564,Yuki,Martinez,4,Education,Stanford University,Principal Engineer,Power Platform,Mixed Reality,"TypeScript, Power Fx, C#, JavaScript","Dynamics 365, Azure Data, Azure Security, Azure Compute",True,North America,Mexico,64,344,9,2,4,Power Apps for Citizen Developers: A Case Study,Modern Work,Theater Session,Beginner,30,121,3.8,29,0,3,Medium
SPKR-1565,Carlos,Schmidt,9,Startup,AI Innovations,Solutions Architect,Power Platform,Azure Cloud,"C#, TypeScript","Azure Security, Azure Storage, Azure DevOps",False,Asia Pacific,New Zealand,998,172,11,7,14,Power Apps for Citizen Developers,Modern Work,Breakout Session,Intermediate,45,208,4.6,11,0,1,High
SPKR-1566,Emily,Miller,7,Microsoft,Microsoft Research,Solutions Architect,AI/Machine Learning,IoT Solutions,"JavaScript, C#, Python","Azure Networking, Azure Storage, Dynamics 365",False,North America,United States,574,896,17,1,1,Machine Learning at Scale with Azure ML,Data & AI,Breakout Session,Beginner,45,255,4.4,6,0,5,None
SPKR-1567,Ryan,Mueller,9,Consulting Firm,Ernst & Young,Solutions Architect,Microsoft 365,Security & Compliance,"C#, PowerShell, JavaScript, TypeScript","Microsoft 365, Azure DevOps, Azure Networking",False,Asia Pacific,South Korea,152,505,8,6,36,SharePoint Framework Solutions,Digital & App Innovation,Breakout Session,Intermediate,45,300,4.1,3,3,1,High
SPKR-1568,Elena,Yamamoto,5,Consulting Firm,McKinsey & Company,Product Manager,Modern Apps,Security & Compliance,"Swift, Java","Azure AI, Azure Compute",False,Europe,Spain,513,180,15,0,0,Container Orchestration with Azure Kubernetes Service: A Case Study,Digital & App Innovation,Breakout Session,Beginner,45,129,4.4,1,1,2,None
SPKR-1569,Matthew,Martin,4,Startup,Digital Transform Co,Senior Software Engineer,Modern Apps,IoT Solutions,"Java, Swift","Power Platform, Azure DevOps, Azure Compute, Azure IoT",False,Europe,Italy,50,47,3,1,4,Microservices Architecture Patterns,Digital & App Innovation,Workshop,Beginner,90,79,4.5,3,10,1,None
SPKR-1570,Kofi,Harris,4,Microsoft,Microsoft Corporation,Product Manager,Sustainability Tech,Data & Analytics,"C#, R","Azure AI, Azure Data, Azure Mixed Reality",False,Asia Pacific,South Korea,130,393,3,0,0,Sustainability Metrics and Reporting,Microsoft Cloud,Workshop,Beginner,180,73,3.7,5,5,4,Low
SPKR-1571,João,Williams,8,Microsoft Partner,Accenture,Principal Engineer,AI/Machine Learning,Data & Analytics,"Scala, JavaScript, Python, C#","Azure Data, Azure Compute, Azure AI, Azure IoT",False,North America,United States,554,105,14,2,6,Responsible AI Development,Data & AI,Breakout Session,Intermediate,60,174,4.7,2,3,4,Low
SPKR-1572,James,Thompson,6,Microsoft,Microsoft Consulting,Senior Software Engineer,Azure Cloud,Edge Computing,"C#, ARM Templates","Azure Mixed Reality, Azure IoT, Azure AI, Azure Storage",False,North America,Canada,35,1707,3,0,0,Azure Architecture Best Practices: A Case Study,Infrastructure,Breakout Session,Beginner,75,184,3.7,6,2,3,None
SPKR-1573,Carlos,Oliveira,5,Consulting Firm,Boston Consulting Group,Principal Engineer,Edge Computing,Power Platform,"JavaScript, C#, Python","Dynamics 365, Azure Data, Microsoft 365, Power Platform, Azure Security",False,Middle East & Africa,Egypt,71,903,6,1,9,Industrial IoT Solutions,Infrastructure,Breakout Session,Beginner,60,279,4.6,11,4,1,None
SPKR-1574,Carlos,Brown,8,Startup,CloudFirst Ltd,Senior Data Scientist,Mixed Reality,IoT Solutions,"JavaScript, C++, Unity Script","Dynamics 365, Azure Compute, Azure Security, Azure Mixed Reality",False,Europe,Spain,116,658,2,5,11,Building HoloLens Applications,App Innovation,Theater Session,Intermediate,45,128,5.0,6,1,2,None
SPKR-1575,Daniel,Li,3,Enterprise Customer,Intel,DevOps Engineer,IoT Solutions,AI/Machine Learning,"Python, JavaScript, C#, C++","Microsoft 365, Power Platform, Azure Storage",False,North America,United States,363,3034,18,1,2,Industrial IoT at Scale: Lessons Learned,Infrastructure,Theater Session,Beginner,30,109,4.4,6,5,2,None
SPKR-1576,Fatima,Lopez,7,Microsoft Partner,Cognizant,Development Manager,Edge Computing,DevOps & Automation,"C#, C++, Python","Azure Storage, Azure Security, Power Platform, Dynamics 365",False,North America,Mexico,938,807,2,5,6,Edge Security and Management,Infrastructure,Lightning Talk,Intermediate,15,78,4.1,11,0,0,Medium
SPKR-1577,Sarah,Yamamoto,14,Microsoft,Microsoft Corporation,Principal Architect,Data & Analytics,Modern Apps,"C#, R","Azure DevOps, Azure Security, Azure Networking",False,Asia Pacific,Singapore,200,2008,8,8,50,Power BI for Enterprise Data Visualization,Data & AI,Theater Session,Intermediate,45,140,5.0,16,0,3,Medium
SPKR-1578,Ashley,Tanaka,22,Microsoft,Microsoft Corporation,CEO,Modern Apps,Data & Analytics,"C#, Java","Azure DevOps, Power Platform, Azure Data, Azure Mixed Reality, Azure Compute",False,Europe,Germany,262,4097,2,9,50,Building Progressive Web Apps,App Innovation,Breakout Session,Advanced,75,207,4.5,9,16,0,High
SPKR-1579,Lauren,Oliveira,10,Education,Harvard University,Product Manager,IoT Solutions,Security & Compliance,"JavaScript, C#","Azure Networking, Azure Data, Azure AI",False,North America,Canada,744,536,1,8,20,IoT Device Management with Azure,Data & AI,Workshop,Beginner,90,64,4.5,5,3,4,High
SPKR-1580,Nicole,Schneider,13,Microsoft,Microsoft Research,Head of Cloud,Microsoft 365,Mixed Reality,"TypeScript, PowerShell, JavaScript, C#","Azure Data, Power Platform, Azure IoT, Dynamics 365",False,Asia Pacific,New Zealand,857,648,5,12,7,Microsoft Graph Integration,Digital & App Innovation,Lightning Talk,Advanced,20,119,5.0,42,10,4,High
SPKR-1581,Daniel,Jones,8,Microsoft,Microsoft Consulting,Principal Engineer,DevOps & Automation,Power Platform,"Python, PowerShell, YAML, Go","Azure Storage, Azure DevOps, Azure Data",False,Europe,United Kingdom,183,908,26,6,9,GitOps and Azure Arc,Infrastructure,Theater Session,Intermediate,45,102,5.0,3,7,1,Low
SPKR-1582,Wei,Gonzalez,6,Education,University of Washington,Development Manager,Sustainability Tech,IoT Solutions,"R, Python, JavaScript, C#","Azure IoT, Azure Data",False,Middle East & Africa,South Africa,6893,145,8,5,40,Green Computing with Azure: Lessons Learned,Microsoft Cloud,Workshop,Intermediate,120,71,4.7,11,5,1,Low
SPKR-1583,Michael,Patel,5,Enterprise Customer,JPMorgan Chase,Development Manager,Azure Cloud,IoT Solutions,"PowerShell, C#","Azure Mixed Reality, Azure Data, Microsoft 365, Power Platform",False,North America,Mexico,531,5666,7,2,1,Azure Architecture Best Practices,Microsoft Cloud,Breakout Session,Intermediate,60,291,4.5,6,1,3,Low
SPKR-1584,Ryan,Ferreira,7,Consulting Firm,Bain & Company,Lead Developer,Microsoft 365,Azure Cloud,"C#, PowerShell, TypeScript, JavaScript","Azure IoT, Microsoft 365, Azure Storage, Azure AI",False,Europe,Italy,375,968,1,5,15,Office Add-ins Development,Digital & App Innovation,Lightning Talk,Beginner,15,67,4.0,0,0,1,None
SPKR-1585,Mei,Zhang,5,Microsoft,Microsoft Consulting,Principal Engineer,Microsoft 365,Quantum Computing,"PowerShell, C#, TypeScript, JavaScript","Azure Compute, Power Platform, Azure Storage, Azure AI",False,North America,Canada,226,522,1,0,0,Microsoft Teams App Development,Digital & App Innovation,Breakout Session,Intermediate,45,170,4.3,0,1,3,Low
SPKR-1586,Carlos,Sato,4,Enterprise Customer,Oracle,Product Manager,Security & Compliance,Power Platform,"JavaScript, C#","Azure Mixed Reality, Azure Storage, Azure Data, Microsoft 365",False,Europe,Netherlands,1648,7311,11,2,1,Compliance Automation in the Cloud,Security,Lightning Talk,Beginner,20,33,4.7,6,8,6,None
SPKR-1587,Brian,Singh,2,Microsoft Partner,Deloitte,Developer,Power Platform,Mixed Reality,"TypeScript, C#","Azure AI, Azure Compute",False,North America,United States,639,124,9,0,0,Power Apps for Citizen Developers: Best Practices,Digital & App Innovation,Breakout Session,Advanced,60,148,4.3,6,1,4,None
SPKR-1588,Michelle,Souza,8,Consulting Firm,KPMG,Product Manager,Mixed Reality,DevOps & Automation,"C#, Unity Script, JavaScript, C++","Azure IoT, Microsoft 365, Azure Data, Azure DevOps",False,North America,United States,38,5462,18,2,5,AR/VR Development with Unity: Lessons Learned,Digital & App Innovation,Breakout Session,Beginner,75,294,5.0,8,0,4,None
SPKR-1589,Lars,Wang,6,Microsoft,Microsoft Consulting,Solutions Architect,IoT Solutions,DevOps & Automation,"C#, JavaScript","Azure IoT, Power Platform, Azure Mixed Reality, Azure Data",False,North America,United States,156,1941,20,3,9,IoT Device Management with Azure,Infrastructure,Breakout Session,Intermediate,45,252,5.0,7,0,12,Low
SPKR-1590,Lauren,Wilson,8,Microsoft Partner,TCS,Principal Engineer,Power Platform,Sustainability Tech,"TypeScript, Power Fx, JavaScript","Power Platform, Microsoft 365, Azure Security",False,North America,Mexico,268,3303,322,3,4,Low-Code Application Development,Modern Work,Panel Discussion,Intermediate,60,164,5.0,2,70,2,Low
SPKR-1591,Jessica,Souza,18,Consulting Firm,Capgemini,CTO,Microsoft 365,Sustainability Tech,"C#, PowerShell, TypeScript","Dynamics 365, Azure Security, Azure Data",False,Middle East & Africa,Egypt,911,1239,10,15,38,SharePoint Framework Solutions,Modern Work,Breakout Session,Advanced,60,163,5.0,7,2,2,Medium
SPKR-1592,Kevin,Oliveira,4,Enterprise Customer,Wells Fargo,Senior Data Scientist,Sustainability Tech,AI/Machine Learning,"C#, R","Azure Networking, Azure Storage",False,North America,Mexico,930,640,22,0,0,Sustainable Software Development: Advanced Techniques,Microsoft Cloud,Workshop,Beginner,180,70,3.8,11,3,2,None
SPKR-1593,David,Tanaka,5,Enterprise Customer,Target,Senior Data Scientist,AI/Machine Learning,Modern Apps,"Python, Scala, C#, R","Dynamics 365, Azure Storage, Azure Mixed Reality, Power Platform",False,Europe,Sweden,81,440,48,0,0,Responsible AI Development,App Innovation,Theater Session,Beginner,30,73,3.9,14,1,2,None
SPKR-1594,Michael,Mueller,12,Microsoft,Microsoft Corporation,Distinguished Engineer,Edge Computing,Data & Analytics,"C#, JavaScript, C++","Azure Compute, Azure DevOps, Azure Storage, Azure IoT, Power Platform, Microsoft 365",False,Europe,Italy,608,3737,7,11,2,Edge Security and Management: A Case Study,Infrastructure,Theater Session,Beginner,45,114,4.5,11,3,0,None
SPKR-1595,Alex,Taylor,12,Microsoft,Microsoft Consulting,Head of Cloud,Security & Compliance,Sustainability Tech,"PowerShell, JavaScript, Python","Dynamics 365, Microsoft 365, Azure Data, Azure IoT, Azure Networking, Azure DevOps",False,Europe,Netherlands,8773,1809,10,7,42,Zero Trust Security Architecture: Best Practices,Security,Theater Session,Advanced,30,101,3.9,4,2,2,High
SPKR-1596,Ingrid,Thompson,5,Startup,TechStart Inc,Development Manager,Power Platform,Data & Analytics,"C#, JavaScript, TypeScript, Power Fx","Azure Networking, Azure DevOps, Azure IoT",False,Asia Pacific,Japan,421,340,4,3,2,Power Automate Process Automation,Digital & App Innovation,Theater Session,Beginner,30,100,4.3,4,3,1,Low
SPKR-1597,James,Martin,8,Startup,AI Innovations,Lead Developer,Data & Analytics,AI/Machine Learning,"C#, R","Azure IoT, Azure Mixed Reality, Power Platform, Azure Networking",True,Asia Pacific,New Zealand,462,467,12,4,10,Power BI for Enterprise Data Visualization,Data & AI,Panel Discussion,Beginner,45,321,4.3,28,1,7,Medium
SPKR-1598,Yuki,Martin,9,Education,Stanford University,Solutions Architect,IoT Solutions,Microsoft 365,"JavaScript, C++, Python","Azure Mixed Reality, Azure AI",False,Latin America,Mexico,76,914,3,8,36,IoT Data Processing and Analytics,Infrastructure,Theater Session,Intermediate,45,163,4.7,20,3,15,Low
SPKR-1599,Elena,Davis,6,Startup,AgileWorks,Product Manager,IoT Solutions,DevOps & Automation,"Python, C++, JavaScript","Azure Networking, Azure IoT, Azure AI, Power Platform",True,Asia Pacific,India,534,491,5,2,0,Secure IoT Implementation,Data & AI,Theater Session,Intermediate,45,120,4.3,26,13,2,None
SPKR-1600,Raj,Costa,5,Enterprise Customer,Goldman Sachs,Principal Engineer,DevOps & Automation,AI/Machine Learning,"PowerShell, Python, YAML","Azure Data, Azure IoT, Azure AI",False,Asia Pacific,Singapore,79,3752,31,2,2,GitOps and Azure Arc,App Innovation,Breakout Session,Beginner,60,124,4.6,8,10,1,None
SPKR-1601,Stephanie,Taylor,3,ISV,Zoom,Software Engineer,DevOps & Automation,Data & Analytics,"Go, YAML, Python","Microsoft 365, Azure Mixed Reality, Azure AI, Azure Data, Azure DevOps, Azure Networking",False,Europe,United Kingdom,178,1403,8,0,0,Monitoring and Observability,Infrastructure,Breakout Session,Beginner,75,296,3.7,5,0,3,None
SPKR-1602,Lisa,Yang,7,Microsoft,Microsoft Corporation,Product Manager,Mixed Reality,IoT Solutions,"JavaScript, C#, Unity Script","Azure Security, Azure AI, Azure Compute",False,Europe,Spain,1091,2099,13,5,8,Mixed Reality for Training and Education,App Innovation,Breakout Session,Intermediate,60,149,3.6,7,0,0,Medium
SPKR-1603,Rachel,Fischer,11,Microsoft Partner,Avanade,CTO,Blockchain,DevOps & Automation,"JavaScript, Go, Solidity","Power Platform, Azure Mixed Reality, Azure Compute, Dynamics 365, Azure IoT, Azure AI",False,Europe,Sweden,682,1409,14,5,9,Blockchain for Supply Chain,App Innovation,Theater Session,Beginner,30,61,4.2,22,2,4,Low
SPKR-1604,James,Martinez,11,Microsoft Partner,PwC,Head of Cloud,IoT Solutions,Modern Apps,"JavaScript, C++, C#, Python","Azure Storage, Azure Mixed Reality, Power Platform, Azure Compute, Azure AI, Azure DevOps",False,North America,Canada,314,394,1,4,2,IoT Data Processing and Analytics,Data & AI,Breakout Session,Advanced,60,119,4.8,9,2,3,High
SPKR-1605,Michelle,Kim,5,Microsoft,Microsoft Consulting,Development Manager,Data & Analytics,Power Platform,"R, SQL","Azure Compute, Azure Networking, Microsoft 365",False,North America,Mexico,27,1533,15,1,0,Building Data Pipelines with Azure Data Factory,Microsoft Cloud,Theater Session,Beginner,30,103,4.5,5,7,5,None
SPKR-1606,Wei,Park,5,Consulting Firm,Capgemini,Solutions Architect,Power Platform,DevOps & Automation,"Power Fx, TypeScript, C#, JavaScript","Azure IoT, Power Platform, Azure Networking, Azure AI, Azure Storage, Azure Compute",False,North America,Mexico,1405,53,6,1,0,Power BI Advanced Analytics: A Case Study,Digital & App Innovation,Workshop,Intermediate,180,31,4.3,6,0,3,None
SPKR-1607,Amanda,Rodriguez,11,Enterprise Customer,General Electric,Head of Cloud,Power Platform,DevOps & Automation,"Power Fx, JavaScript, TypeScript","Azure Security, Azure Mixed Reality",False,North America,Mexico,380,1311,4,8,38,Power Apps for Citizen Developers,Modern Work,Breakout Session,Advanced,75,277,4.9,7,4,3,High
SPKR-1608,Raj,Thomas,14,Enterprise Customer,Walmart,Head of Cloud,Microsoft 365,Blockchain,"PowerShell, JavaScript, C#","Azure Security, Microsoft 365, Azure Compute",False,Europe,United Kingdom,901,476,9,11,23,SharePoint Framework Solutions,Modern Work,Theater Session,Intermediate,45,68,4.9,7,0,0,Medium
SPKR-1609,Ryan,Hernandez,6,Microsoft Partner,Infosys,Solutions Architect,Power Platform,Data & Analytics,"JavaScript, Power Fx, TypeScript, C#","Azure DevOps, Azure AI, Azure Data, Azure Storage, Dynamics 365",False,North America,Canada,113,251,6,0,0,Power Apps for Citizen Developers: Lessons Learned,Digital & App Innovation,Lightning Talk,Beginner,15,83,5.0,4,0,2,None
SPKR-1610,Carlos,Kim,9,Enterprise Customer,Oracle,Solutions Architect,Data & Analytics,Quantum Computing,"Python, KQL, R","Azure Compute, Azure IoT",False,Europe,United Kingdom,305,534,15,0,0,Power BI for Enterprise Data Visualization: Best Practices,Microsoft Cloud,Theater Session,Beginner,30,111,4.1,6,5,5,None
SPKR-1611,Amanda,Martinez,6,Microsoft,Microsoft Research,Product Manager,DevOps & Automation,Microsoft 365,"YAML, Go, PowerShell","Azure Security, Power Platform, Azure Compute, Azure DevOps, Azure Networking",False,Latin America,Brazil,185,661,19,1,4,GitOps and Azure Arc: Best Practices,App Innovation,Breakout Session,Beginner,75,214,4.5,2,2,18,None
SPKR-1612,James,Thompson,15,Startup,DataDriven Solutions,Distinguished Engineer,Microsoft 365,Edge Computing,"TypeScript, PowerShell, C#, JavaScript","Azure IoT, Azure Security, Microsoft 365",True,Europe,France,272,1293,26,13,2,Office Add-ins Development,Digital & App Innovation,Theater Session,Intermediate,30,56,5.0,70,2,4,Medium
SPKR-1613,Wei,Thomas,9,Microsoft Partner,Cognizant,Solutions Architect,Azure Cloud,Mixed Reality,"Python, PowerShell, JavaScript","Azure Networking, Azure AI, Azure Compute",False,North America,Canada,144,2403,8,6,34,Building Scalable Applications on Azure: Advanced Techniques,Infrastructure,Lightning Talk,Advanced,20,97,4.1,18,2,3,High
SPKR-1614,Robert,Brown,9,Consulting Firm,Capgemini,Senior Data Scientist,Data & Analytics,AI/Machine Learning,"C#, Python, KQL","Dynamics 365, Power Platform, Azure Networking",False,North America,United States,552,755,7,8,4,Azure Synapse Analytics Deep Dive: Advanced Techniques,Microsoft Cloud,Breakout Session,Intermediate,75,192,4.7,1,6,3,Medium
SPKR-1615,Michael,Souza,9,Microsoft,Microsoft Research,Senior Software Engineer,AI/Machine Learning,Azure Cloud,"R, Python","Azure Compute, Azure DevOps, Azure Data",False,Asia Pacific,China,883,824,58,5,24,Responsible AI Development,App Innovation,Workshop,Intermediate,120,60,4.9,16,3,4,None
SPKR-1616,Carlos,Oliveira,8,Microsoft,Microsoft Corporation,Senior Data Scientist,Quantum Computing,Data & Analytics,"C#, Q#","Azure Data, Microsoft 365, Azure Mixed Reality",False,Latin America,Brazil,188,162,16,5,19,Quantum Machine Learning,App Innovation,Breakout Session,Intermediate,60,179,4.6,15,0,5,None
SPKR-1617,Stephanie,Singh,8,Startup,AI Innovations,Product Manager,Power Platform,Data & Analytics,"Power Fx, JavaScript","Azure Mixed Reality, Dynamics 365",False,Asia Pacific,New Zealand,86,189,7,6,9,Power Automate Process Automation,Digital & App Innovation,Keynote,Beginner,60,2204,3.7,8,6,2,High
SPKR-1618,Michael,Martin,13,ISV,ServiceNow,CTO,DevOps & Automation,Microsoft 365,"Go, YAML, Bash","Azure IoT, Microsoft 365, Azure Compute",False,North America,United States,189940,22393,40,12,2,Infrastructure as Code with ARM Templates,Infrastructure,Breakout Session,Advanced,75,263,5.0,9,2,3,Medium
SPKR-1619,Lauren,Sato,5,Enterprise Customer,Oracle,Senior Software Engineer,Edge Computing,Security & Compliance,"Python, C++, C#","Dynamics 365, Azure IoT, Azure Storage, Azure DevOps",False,North America,Canada,1299,1417,11,0,0,Edge Computing with Azure IoT Edge: A Case Study,Data & AI,Theater Session,Beginner,30,107,4.6,7,0,0,None
SPKR-1620,James,Yamamoto,8,Consulting Firm,KPMG,Development Manager,IoT Solutions,Azure Cloud,"C++, Python","Azure Compute, Dynamics 365, Microsoft 365",False,Middle East & Africa,Israel,128,632,5,4,8,IoT Data Processing and Analytics,Data & AI,Keynote,Advanced,90,638,3.5,6,5,3,Medium
SPKR-1621,Raj,Costa,6,Non-Profit,World Health Organization,Solutions Architect,IoT Solutions,Quantum Computing,"JavaScript, C#, C++","Azure AI, Azure Security, Azure Storage, Azure Networking, Azure DevOps, Microsoft 365",False,North America,United States,452,2241,4,4,18,IoT Data Processing and Analytics: Lessons Learned,Data & AI,Breakout Session,Intermediate,75,250,4.5,1,7,3,Low
SPKR-1622,Ana,Smith,11,Non-Profit,Doctors Without Borders,Head of Cloud,Power Platform,Modern Apps,"Power Fx, TypeScript, JavaScript, C#","Azure IoT, Power Platform, Azure Compute",False,North America,Canada,239,196,8,4,10,Low-Code Application Development,Digital & App Innovation,Theater Session,Beginner,30,136,4.7,4,1,0,Medium
SPKR-1623,Ashley,Singh,9,Consulting Firm,NTT Data,Solutions Architect,AI/Machine Learning,Power Platform,"JavaScript, Scala, R, C#","Dynamics 365, Azure Storage, Azure Data",False,North America,Canada,3069,1502,15,4,8,AI-Powered Applications with Azure Cognitive Services: Lessons Learned,Data & AI,Workshop,Beginner,90,31,4.9,16,3,4,None
SPKR-1624,Robert,Tanaka,5,Consulting Firm,NTT Data,Development Manager,IoT Solutions,Security & Compliance,"C#, JavaScript, Python, C++","Microsoft 365, Azure Networking, Azure Security, Azure DevOps, Azure Compute",False,Middle East & Africa,Israel,188,239,8,2,6,IoT Data Processing and Analytics: A Case Study,Data & AI,Breakout Session,Intermediate,75,294,4.1,10,1,6,Low
SPKR-1625,Ryan,Thomas,8,Microsoft,Microsoft Consulting,Senior Software Engineer,DevOps & Automation,IoT Solutions,"YAML, Go, Python","Azure IoT, Azure DevOps, Azure Security, Azure Data",False,Europe,Netherlands,1415,283,15,6,14,GitOps and Azure Arc,Infrastructure,Theater Session,Intermediate,45,133,4.5,10,0,3,Medium
SPKR-1626,Lauren,Schneider,6,ISV,Autodesk,Solutions Architect,Mixed Reality,Sustainability Tech,"C#, JavaScript, Unity Script","Azure Security, Azure IoT",False,Latin America,Mexico,2034,292,15,3,18,AR/VR Development with Unity,App Innovation,Workshop,Beginner,90,42,3.3,5,2,5,None
SPKR-1627,Dmitri,Kumar,7,Microsoft Partner,Wipro,Solutions Architect,Power Platform,DevOps & Automation,"Power Fx, JavaScript, TypeScript, C#","Azure IoT, Azure Mixed Reality",False,North America,Mexico,4888,724,5,4,7,Low-Code Application Development,Modern Work,Keynote,Intermediate,90,1814,4.8,4,0,3,None
SPKR-1628,Chris,Johnson,5,Education,Harvard University,Lead Developer,Microsoft 365,IoT Solutions,"PowerShell, JavaScript","Azure DevOps, Azure Mixed Reality, Azure Data, Azure Networking",False,Asia Pacific,India,52,1126,2,0,0,Microsoft Teams App Development,Modern Work,Breakout Session,Intermediate,75,196,3.9,4,3,2,None
SPKR-1629,Ingrid,Schmidt,5,Microsoft,Microsoft Corporation,Lead Developer,Security & Compliance,Modern Apps,"JavaScript, C#, PowerShell","Azure Security, Azure Compute, Azure IoT",False,North America,Canada,49,1028,3,0,0,Compliance Automation in the Cloud,Security,Lightning Talk,Intermediate,20,95,4.5,23,5,5,None
